
BUCKET; 0; COLISOES; 11;
BUCKET; 1; COLISOES; 16;
BUCKET; 2; COLISOES; 20;
BUCKET; 3; COLISOES; 19;
BUCKET; 4; COLISOES; 19;
BUCKET; 5; COLISOES; 18;
BUCKET; 6; COLISOES; 18;
BUCKET; 7; COLISOES; 15;
BUCKET; 8; COLISOES; 16;
BUCKET; 9; COLISOES; 15;
BUCKET; 10; COLISOES; 20;
BUCKET; 11; COLISOES; 23;
BUCKET; 12; COLISOES; 19;
BUCKET; 13; COLISOES; 13;
BUCKET; 14; COLISOES; 12;
BUCKET; 15; COLISOES; 17;
BUCKET; 16; COLISOES; 19;
BUCKET; 17; COLISOES; 23;
BUCKET; 18; COLISOES; 13;
BUCKET; 19; COLISOES; 16;
BUCKET; 20; COLISOES; 25;
BUCKET; 21; COLISOES; 20;
BUCKET; 22; COLISOES; 28;
BUCKET; 23; COLISOES; 27;
BUCKET; 24; COLISOES; 27;
BUCKET; 25; COLISOES; 28;
BUCKET; 26; COLISOES; 16;
BUCKET; 27; COLISOES; 22;
BUCKET; 28; COLISOES; 26;
BUCKET; 29; COLISOES; 24;
BUCKET; 30; COLISOES; 22;
BUCKET; 31; COLISOES; 25;
BUCKET; 32; COLISOES; 20;
BUCKET; 33; COLISOES; 18;
BUCKET; 34; COLISOES; 13;
BUCKET; 35; COLISOES; 22;
BUCKET; 36; COLISOES; 11;
BUCKET; 37; COLISOES; 25;
BUCKET; 38; COLISOES; 17;
BUCKET; 39; COLISOES; 14;
BUCKET; 40; COLISOES; 29;
BUCKET; 41; COLISOES; 19;
BUCKET; 42; COLISOES; 13;
BUCKET; 43; COLISOES; 18;
BUCKET; 44; COLISOES; 21;
BUCKET; 45; COLISOES; 14;
BUCKET; 46; COLISOES; 16;
BUCKET; 47; COLISOES; 25;
BUCKET; 48; COLISOES; 20;
BUCKET; 49; COLISOES; 28;
BUCKET; 50; COLISOES; 19;
BUCKET; 51; COLISOES; 17;
BUCKET; 52; COLISOES; 17;
BUCKET; 53; COLISOES; 19;
BUCKET; 54; COLISOES; 26;
BUCKET; 55; COLISOES; 12;
BUCKET; 56; COLISOES; 14;
BUCKET; 57; COLISOES; 19;
BUCKET; 58; COLISOES; 14;
BUCKET; 59; COLISOES; 15;
BUCKET; 60; COLISOES; 21;
BUCKET; 61; COLISOES; 18;
BUCKET; 62; COLISOES; 21;
BUCKET; 63; COLISOES; 15;
BUCKET; 64; COLISOES; 24;
BUCKET; 65; COLISOES; 26;
BUCKET; 66; COLISOES; 24;
BUCKET; 67; COLISOES; 25;
BUCKET; 68; COLISOES; 22;
BUCKET; 69; COLISOES; 14;
BUCKET; 70; COLISOES; 18;
BUCKET; 71; COLISOES; 20;
BUCKET; 72; COLISOES; 19;
BUCKET; 73; COLISOES; 30;
BUCKET; 74; COLISOES; 19;
BUCKET; 75; COLISOES; 16;
BUCKET; 76; COLISOES; 23;
BUCKET; 77; COLISOES; 22;
BUCKET; 78; COLISOES; 16;
BUCKET; 79; COLISOES; 23;
BUCKET; 80; COLISOES; 16;
BUCKET; 81; COLISOES; 19;
BUCKET; 82; COLISOES; 25;
BUCKET; 83; COLISOES; 18;
BUCKET; 84; COLISOES; 14;
BUCKET; 85; COLISOES; 14;
BUCKET; 86; COLISOES; 27;
BUCKET; 87; COLISOES; 17;
BUCKET; 88; COLISOES; 26;
BUCKET; 89; COLISOES; 10;
BUCKET; 90; COLISOES; 15;
BUCKET; 91; COLISOES; 20;
BUCKET; 92; COLISOES; 13;
BUCKET; 93; COLISOES; 19;
BUCKET; 94; COLISOES; 18;
BUCKET; 95; COLISOES; 23;
BUCKET; 96; COLISOES; 26;
BUCKET; 97; COLISOES; 17;
BUCKET; 98; COLISOES; 26;
BUCKET; 99; COLISOES; 16;
BUCKET; 100; COLISOES; 15;
BUCKET; 101; COLISOES; 10;
BUCKET; 102; COLISOES; 16;
BUCKET; 103; COLISOES; 18;
BUCKET; 104; COLISOES; 21;
BUCKET; 105; COLISOES; 26;
BUCKET; 106; COLISOES; 17;
BUCKET; 107; COLISOES; 13;
BUCKET; 108; COLISOES; 18;
BUCKET; 109; COLISOES; 30;
BUCKET; 110; COLISOES; 24;
BUCKET; 111; COLISOES; 23;
BUCKET; 112; COLISOES; 26;
BUCKET; 113; COLISOES; 14;
BUCKET; 114; COLISOES; 12;
BUCKET; 115; COLISOES; 28;
BUCKET; 116; COLISOES; 16;
BUCKET; 117; COLISOES; 21;
BUCKET; 118; COLISOES; 28;
BUCKET; 119; COLISOES; 20;
BUCKET; 120; COLISOES; 22;
BUCKET; 121; COLISOES; 22;
BUCKET; 122; COLISOES; 22;
BUCKET; 123; COLISOES; 14;
BUCKET; 124; COLISOES; 24;
BUCKET; 125; COLISOES; 18;
BUCKET; 126; COLISOES; 16;
BUCKET; 127; COLISOES; 13;
BUCKET; 128; COLISOES; 25;
BUCKET; 129; COLISOES; 22;
BUCKET; 130; COLISOES; 16;
BUCKET; 131; COLISOES; 22;
BUCKET; 132; COLISOES; 26;
BUCKET; 133; COLISOES; 20;
BUCKET; 134; COLISOES; 20;
BUCKET; 135; COLISOES; 17;
BUCKET; 136; COLISOES; 33;
BUCKET; 137; COLISOES; 26;
BUCKET; 138; COLISOES; 23;
BUCKET; 139; COLISOES; 18;
BUCKET; 140; COLISOES; 20;
BUCKET; 141; COLISOES; 16;
BUCKET; 142; COLISOES; 19;
BUCKET; 143; COLISOES; 24;
BUCKET; 144; COLISOES; 21;
BUCKET; 145; COLISOES; 17;
BUCKET; 146; COLISOES; 26;
BUCKET; 147; COLISOES; 20;
BUCKET; 148; COLISOES; 12;
BUCKET; 149; COLISOES; 25;
BUCKET; 150; COLISOES; 18;
BUCKET; 151; COLISOES; 25;
BUCKET; 152; COLISOES; 13;
BUCKET; 153; COLISOES; 28;
BUCKET; 154; COLISOES; 18;
BUCKET; 155; COLISOES; 18;
BUCKET; 156; COLISOES; 19;
BUCKET; 157; COLISOES; 19;
BUCKET; 158; COLISOES; 20;
BUCKET; 159; COLISOES; 21;
BUCKET; 160; COLISOES; 18;
BUCKET; 161; COLISOES; 20;
BUCKET; 162; COLISOES; 22;
BUCKET; 163; COLISOES; 22;
BUCKET; 164; COLISOES; 17;
BUCKET; 165; COLISOES; 24;
BUCKET; 166; COLISOES; 19;
BUCKET; 167; COLISOES; 18;
BUCKET; 168; COLISOES; 23;
